0ad a26-12
xkbsel 0.13-11
xkeycaps 2.47-3
xl2tpd 1.3.18-1
xloadimage 4.1-16
xlockmore 5.75-1
xmlsec 1.3.3-2
xmlstarlet 1.6.1-3
xmlto 0.0.28-4
xmms2 0.9.3-2
xmonk.lv2 0.4-2
xmrig 6.21.1-1
xonotic 0.8.6-1
xonotic-data 0.8.6-2
xorg-bdftopcf 1.1.1-1
xorg-iceauth 1.0.9-1
xorg-mkfontscale 1.2.2-1
xorg-server 21.1.11-1
xorg-smproxy 1.0.7-1
xorg-twm 1.0.12-1
xorg-x11perf 1.6.2-1
xorg-xauth 1.1.2-1
xorg-xcalc 1.1.2-1
xorg-xclock 1.1.1-1
xorg-xcmsdb 1.0.6-1
xorg-xdm 1.1.14-1
xorg-xdpyinfo 1.3.4-1
xorg-xedit 1.2.3-1
xorg-xev 1.2.5-1
xorg-xeyes 1.3.0-1
xorg-xfd 1.1.4-1
xorg-xfontsel 1.1.0-1
xorg-xinit 1.4.2-1
xorg-xinput 1.6.4-1
xorg-xkbcomp 1.4.7-1
xorg-xkbevd 1.1.5-1
xorg-xkbprint 1.0.6-1
xorg-xkbutils 1.0.6-1
xorg-xmag 1.0.7-1
xorg-xman 1.1.6-1
xorg-xmodmap 1.0.11-1
xorg-xpr 1.1.0-1
xorg-xprop 1.2.7-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.2-1
xorg-xset 1.2.5-1
xorg-xvidtune 1.0.4-1
xorg-xwayland 23.2.4-2
xorg-xwd 1.0.9-1
xorg-xwininfo 1.1.6-1
xorg-xwud 1.0.6-1
xorgproto 2023.2-1
xosd 2.2.14-11
xournalpp 1.2.2-1
xpdf 4.05-1
xplanet 1.3.1-5
xplc 0.3.13-10
xplot 0.90.7.1-8
xpra 4.4.5-2
xprintidle 0.2.5-1
xreader 4.0.2-1
xrootd 5.6.4-1
xsane 0.999-6
xscreensaver 6.08-1
xsd 4.2.0-1
xsecurelock 1.9.0-1
xsel 1.2.1-1
xsensors 0.80-3
xsettingsd 1.0.2-1
xsimd 12.1.1-1
xss-lock 0.3.0.g1e158fb20108-4
xssstate 1.1-5
xterm 390-1
xtrabackup 8.0.35_30-1
xtrans 1.5.0-1
xvidcore 1.3.7-2
xwallpaper 0.7.4-1
xwax 1.9-1
xxhash 0.8.2-1
xxkb 1.11.1-3
xz 5.6.0-1
yabause-gtk 0.9.15-3
yabause-qt 0.9.15-3
yabridge 5.1.0-3
yad 13.0-2
yajl 2.1.0-6
yakuake 23.08.5-1
yamdi 1.9-4
yaml-cpp 0.8.0-1
yank 1.3.0-1
yara 4.3.2-1
yasm 1.3.0-6
yass 0.1.0-2
yaz 5.34.0-3
ydotool 1.0.4-1
yelp 42.2-2
yices 2.6.4-1
yodl 4.03.03-2
yoshimi 2.3.2-1
yosys 0.37-1
yubico-c-client 2.15-5
yubico-pam 2.27-2
yubico-piv-tool 2.5.1-1
yubikey-personalization 1.20.0-3
yubikey-personalization-gui 3.1.25-2
yubioath-desktop 5.1.0-3
yuzu 1706-1
z3 4.12.5-1
zabbix 6.4.11-1
zam-plugins 4.2-1
zanshin 23.08.5-1
zarchive 0.1.2-5
zathura 0.5.4-2
zathura-cb 0.1.10-4
zathura-djvu 0.2.9-4
zathura-pdf-mupdf 0.4.1-16
zathura-pdf-poppler 0.3.2-2
zathura-ps 0.2.7-4
zaz 1.0.1-1
zbar 0.23.90-3
zcash 5.3.0-4
zeal 0.7.0-1
zeitgeist 1.0.4-3
zenity 4.0.1-1
zeroc-ice 3.7.10-1
zeromq 4.3.5-2
zerotier-one 1.12.2-1
zfp 1.0.0-2
zh-autoconvert 0.3.16-5
zim-tools 3.3.0-2
zimg 3.0.5-1
zint 2.12.0-1
zip 3.0-11
ziproxy 3.3.2-5
zita-ajbridge 0.8.4-2
zita-alsa-pcmi 0.6.1-1
zita-at1 0.6.2-3
zita-bls1 0.3.3-3
zita-convolver 4.0.3-3
zita-dc1 0.3.3-2
zita-dpl1 0.3.3-3
zita-jclient 0.4.2-4
zita-lrx 0.1.2-2
zita-mu1 0.3.3-3
zita-njbridge 0.4.8-2
zita-resampler 1.11.2-1
zita-rev1 0.2.2-2
zix 0.4.2-2
zlib 1:1.3.1-1
zlib-ng 2.1.5-1
zmap 3.0.0-1
znc 1.9.0-3
znc-clientbuffer 1.0.48-2
zopfli 1.0.3-3
zps 2.0.0-1
zsh 5.9-4
zsh-theme-powerlevel10k 1.20.0-1
zsnes 2.0.12-1
zssh 1.5c-13
zstd 1.5.5-1
zsync 0.6.2-5
zug 0.1.1-1
zutty 0.14-2
zvbi 0.2.42-1
zxing-cpp 2.2.1-1
zycore-c 1.4.1-3
zydis 4.0.0-3
zynaddsubfx 3.0.6-6
zziplib 0.13.73-1
zzuf 0.15-3
